0.0600947	60
0.121357	60
0.123684	60
0.127216	61
0.131869	62
0.136522	64
0.182588	71
0.184914	70
0.187241	69
0.191893	69
0.19422	69
0.201199	69
0.203525	69
0.210505	71
0.212831	71
0.266338	79
0.268665	79
0.270991	80
0.273317	81
0.275644	83
0.27797	83
0.284949	85
0.287276	86
0.289602	88
0.291929	89
0.303561	91
0.305887	93
0.308213	95
0.31054	96
0.322172	99
0.324505	101
1.73081	99
1.73313	98
1.73546	97
1.73779	96
1.74011	96
1.82619	96
1.82852	97
1.83084	97
1.83317	98
1.83549	98
1.83782	99
1.84015	100
1.84247	100
1.8448	101
1.84713	102
1.84945	103
1.93437	114
1.93669	114
1.93902	113
1.94135	113
1.94367	113
1.946	112
1.94833	112
1.95065	112
1.95298	111
1.9553	111
1.95763	111
1.95996	111
2.04371	111
2.04603	110
2.04836	110
2.05069	110
2.05301	110
2.05534	110
2.05767	110
2.05999	110
2.06232	110
2.06465	110
2.06697	110
2.0693	110
2.15421	121
2.15654	120
2.15886	119
2.16119	118
2.16352	117
2.16584	116
2.16817	116
2.1705	116
2.17282	115
2.17515	115
2.17748	115
2.1798	114
2.18213	114
2.26704	114
2.26937	114
2.27169	114
2.27402	113
2.27635	113
2.38801	112
2.39034	111
2.39267	110
2.45664	116
2.45897	113
2.4613	109
2.46362	106
2.46595	103
2.46828	100
2.4706	98
2.47293	97
2.47525	95
2.47758	94
2.54388	93
2.54621	92
2.54854	91
2.55086	91
2.55319	90
2.55552	90
2.55784	89
2.56017	89
2.56249	89
2.56482	89
2.63461	89
2.63694	89
2.63927	90
2.64159	90
2.64392	90
2.64625	91
2.64857	91
2.6509	91
2.65322	91
2.65555	91
2.72534	100
2.72767	99
2.73	98
2.73232	98
2.73465	97
2.73697	96
2.7393	96
2.74163	95
2.74395	95
2.74628	95
2.74861	94
2.82073	94
2.82305	95
2.82538	95
2.8277	95
2.83003	95
2.83236	95
2.83468	95
2.83701	95
2.83934	95
2.84166	95
2.84399	95
2.91843	95
2.92076	96
2.92309	96
2.92541	97
2.92774	97
2.93007	97
2.93239	98
2.93472	98
2.93705	98
2.93937	98
2.9417	98
3.01382	107
3.01614	106
3.01847	105
3.0208	104
3.02312	103
3.02545	102
3.02777	102
3.0301	101
3.03243	101
3.03475	100
3.03708	100
3.03941	100
3.11385	100
3.11618	100
3.1185	100
3.12083	100
3.12316	100
3.12548	100
3.12781	100
3.13014	100
3.13246	100
3.13479	100
3.13712	100
3.13944	100
3.21621	100
3.21854	100
3.22087	101
3.22319	101
3.22552	102
3.22785	102
3.23017	102
3.2325	103
3.23482	103
3.23715	103
3.23948	103
3.2418	103
3.31974	113
3.32206	112
3.32439	111
3.32672	110
3.32904	110
3.33137	109
3.3337	109
3.33602	108
3.33835	108
3.34068	108
3.343	107
3.34533	107
3.42326	116
3.42559	115
3.42792	114
3.43024	113
3.43257	112
3.43489	111
3.43722	110
3.43955	110
3.44187	109
3.4442	109
3.44653	108
3.44885	108
3.45118	107
3.52911	107
3.53144	107
3.53377	107
3.53609	107
3.53842	106
3.54075	106
3.54307	106
3.5454	106
3.54773	106
3.55005	106
3.55238	106
3.5547	106
3.55703	106
