1.80697	2624.07
3.6542	3614.08
4.65529	6109.09
5.65564	7190.4
6.656	7571.2
7.65635	7817.6
8.6567	7795.2
9.65705	7627.2
10.6595	5644.71
11.6599	6944
12.6602	7123.2
13.6606	7112
14.6609	7291.2
15.6613	7481.6
16.6616	7369.6
17.662	7302.4
18.6623	7235.2
19.6627	7011.2
20.6952	6587.6
21.6963	4855.94
22.6966	6384
23.6993	6304.19
24.7008	6254.54
25.7023	6120.28
26.7027	6249.6
27.703	6294.4
28.7034	6675.2
29.7037	6630.4
30.7041	6563.2
31.7073	4377.27
32.71	6326.55
33.7115	6344.06
34.7119	6675.2
35.7122	6888
36.7126	7134.4
37.7129	7033.6
38.7133	6820.8
39.7148	6702.1
40.7175	6673.05
41.7184	4692.8
42.7211	5980.04
43.7214	6216
44.7218	6048
45.7221	6451.2
46.7248	6415.97
47.7251	6384
48.7255	6339.2
49.727	6187.41
50.7274	6182.4
51.73	6516.57
52.7327	4772.85
53.7342	6556.64
54.7346	6585.6
55.7349	6574.4
56.7353	6417.6
57.7356	6462.4
58.736	6473.6
59.7375	6836.36
60.7402	6762.48
61.7405	6652.8
62.7413	4816
63.744	6393.61
64.7444	6260.8
65.7447	6328
66.7451	6585.6
67.7478	6784.83
68.7493	6925.87
69.7496	6686.4
70.7523	6505.39
71.755	6438.32
72.7577	4806.39
73.7604	5890.62
74.7607	6227.2
75.7634	6661.88
76.7638	6686.4
77.7641	6585.6
78.7645	6473.6
79.7683	6454.24
80.7687	6361.6
81.8086	5756.3
82.812	7258.23
83.8122	5275.2
84.8126	6675.2
85.8129	6630.4
86.8133	6608
87.8137	6574.4
88.8152	6869.93
89.8178	7075.45
90.8205	7310.18
91.822	7574.83
92.8224	7593.6
93.8234	5073.6
94.8237	7369.6
95.8241	7324.8
96.8244	7000
97.8248	7560
99.7682	4772.83
100.822	6743.4
101.822	7604.8
102.822	7772.8
103.826	5382.25
104.826	7212.8
105.827	7470.4
106.827	7313.6
107.827	6977.6
108.828	6977.6
109.88	5961.98
110.881	7179.2
111.882	6366.43
112.883	6294.4
113.938	5446.07
114.94	4884.63
115.941	5712
116.942	6120.28
117.944	6120.28
118.946	6147.7
119.947	6025.6
120.947	5947.2
122.932	3785.99
123.936	4846.26
124.951	3144.83
125.953	5806.99
126.953	5174.4
128.079	5107.2
129.081	5393.01
130.081	5656
131.081	5768
132.083	5930.07
133.083	5936
134.085	5930.07
135.085	4345.6
136.088	5801.2
137.088	5779.2
138.089	5756.8
139.089	5667.2
140.089	5566.4
141.091	5874.12
142.091	6283.2
143.094	6371.26
144.094	6339.2
145.106	4581.82
146.107	5868.8
147.109	5968.86
148.11	6115.2
149.11	6484.8
150.111	6608
151.111	6518.4
152.111	6473.6
153.112	6451.2
154.112	6216
155.112	6484.8
156.115	4482.23
157.115	6451.2
158.116	6567.83
159.117	6608
160.117	6552
161.121	6309.07
162.121	6496
163.124	6740.12
164.124	6787.2
165.125	6675.2
166.127	4486.71
167.127	6339.2
168.128	6198.6
169.131	6304.19
170.132	6294.4
171.132	6552
172.132	6484.8
173.133	6384
174.133	6305.6
175.133	6182.4
176.134	5208
177.136	5477.04
178.136	5801.6
179.136	5667.2
180.137	5644.8
181.14	5532.93
182.141	5493.71
183.141	5566.4
184.142	5958.4
185.144	6069.46
186.145	5958.4
187.146	3938.46
188.148	5773.43
189.148	5891.2
190.149	6328
191.15	6545.45
192.153	6874.25
193.153	6832
194.154	7011.2
195.154	7056
196.154	7246.4
197.157	5287.02
198.157	6988.8
199.16	7008.38
200.163	6818.36
